,0,1
0,23.9322826862335,0.180_0.060_0.057_0.065_.png
1,23.760590970516200,0.140_0.080_0.053_0.055_.png
2,23.068644732236900,0.180_0.060_0.060_0.065_.png
3,25.19145530462270,0.180_0.120_0.053_0.055_.png
4,25.223827987909300,0.120_0.100_0.055_0.055_.png
5,24.719624489545800,0.139_0.066_0.054_0.059_.png
6,24.527776569128000,0.126_0.063_0.056_0.057_.png
7,22.464460372924800,0.148_0.073_0.050_0.056_.png
8,22.718241780996300,0.160_0.100_0.055_0.058_.png
9,25.93443727493290,0.180_0.080_0.060_0.060_.png
10,22.879825323820100,0.120_0.080_0.050_0.055_.png
11,21.74770614504810,0.120_0.120_0.060_0.055_.png
12,22.420583724975600,0.177_0.066_0.051_0.062_.png
13,15.333132088184400,0.160_0.060_0.057_0.060_.png
14,22.529910027980800,0.180_0.060_0.050_0.062_.png
15,23.322437942028000,0.152_0.073_0.054_0.057_.png
16,21.465866148471800,0.140_0.060_0.057_0.062_.png
17,24.370647311210600,0.133_0.066_0.054_0.055_.png
18,22.256478786468500,0.140_0.060_0.060_0.062_.png
19,24.16266605257990,0.160_0.080_0.055_0.055_.png
20,24.29164209961890,0.123_0.063_0.054_0.057_.png
21,25.727332949638400,0.142_0.066_0.054_0.058_.png
22,24.02251034975050,0.180_0.063_0.053_0.059_.png
23,23.369571924209600,0.120_0.100_0.050_0.058_.png
24,21.963375985622400,0.180_0.060_0.050_0.058_.png
25,25.021978437900500,0.140_0.060_0.060_0.058_.png
26,24.59958526492120,0.133_0.082_0.050_0.055_.png
27,23.89026090502740,0.160_0.060_0.053_0.065_.png
28,22.101084262132600,0.160_0.120_0.057_0.055_.png
29,25.707863122224800,0.160_0.080_0.053_0.060_.png
30,22.04081815481190,0.180_0.060_0.055_0.062_.png
31,23.174328535795200,0.161_0.076_0.051_0.056_.png
32,24.53480440378190,0.160_0.100_0.055_0.055_.png
33,26.704089760780300,0.129_0.063_0.052_0.058_.png
34,23.89633071422580,0.164_0.066_0.050_0.058_.png
35,23.017846167087600,0.180_0.060_0.050_0.063_.png
36,19.38800311088560,0.120_0.100_0.055_0.058_.png
37,14.825823709368700,0.161_0.063_0.053_0.060_.png
38,23.828286319971100,0.164_0.066_0.056_0.056_.png
39,23.128747314214700,0.171_0.063_0.052_0.056_.png
40,20.096671551466000,0.180_0.060_0.053_0.060_.png
41,17.89845621585850,0.140_0.080_0.055_0.060_.png
42,24.315603971481300,0.158_0.060_0.051_0.058_.png
43,24.779911398887600,0.120_0.073_0.051_0.057_.png
44,22.497166991233800,0.140_0.060_0.055_0.065_.png
45,22.5366593003273,0.180_0.060_0.050_0.055_.png
46,24.598665058612800,0.140_0.060_0.060_0.055_.png
47,21.38979861140250,0.140_0.060_0.057_0.055_.png
48,23.17697164416310,0.145_0.063_0.055_0.057_.png
49,23.97849327325820,0.160_0.080_0.055_0.058_.png
50,15.691971153020900,0.180_0.100_0.060_0.060_.png
51,22.101357847452200,0.158_0.066_0.050_0.062_.png
52,23.14791813492780,0.140_0.100_0.053_0.055_.png
53,24.427688539028200,0.155_0.069_0.052_0.058_.png
54,20.082593619823500,0.120_0.060_0.053_0.055_.png
55,25.594172060489700,0.136_0.076_0.052_0.056_.png
56,21.71767294406890,0.120_0.120_0.055_0.055_.png
57,15.476989015936900,0.120_0.060_0.050_0.060_.png
58,16.811782404780400,0.180_0.100_0.050_0.060_.png
59,22.37902197241780,0.160_0.120_0.055_0.058_.png
60,25.126495897769900,0.177_0.060_0.054_0.056_.png
61,20.51708808541300,0.140_0.060_0.050_0.055_.png
62,25.790726363658900,0.180_0.060_0.060_0.055_.png
63,20.77746680378910,0.120_0.100_0.057_0.055_.png
64,22.979038506746300,0.180_0.060_0.057_0.055_.png
65,22.359871238470100,0.126_0.060_0.057_0.056_.png
66,23.093362361192700,0.160_0.100_0.060_0.058_.png
67,25.498461693525300,0.180_0.080_0.055_0.060_.png
68,25.148817092180300,0.129_0.076_0.051_0.056_.png
69,22.604575246572500,0.160_0.100_0.057_0.058_.png
70,22.90174850821500,0.167_0.066_0.054_0.056_.png
71,22.84910860657690,0.140_0.060_0.055_0.058_.png
72,24.086169213056600,0.148_0.066_0.050_0.056_.png
73,16.539899542927700,0.139_0.063_0.052_0.060_.png
74,24.167570114135700,0.126_0.073_0.054_0.056_.png
75,19.981546461582200,0.140_0.120_0.053_0.058_.png
76,23.141529113054300,0.174_0.069_0.053_0.058_.png
77,25.35683336853980,0.161_0.073_0.054_0.057_.png
78,22.93376511335370,0.180_0.082_0.051_0.056_.png
79,25.98006621003150,0.120_0.060_0.056_0.058_.png
80,23.42833998799320,0.164_0.063_0.056_0.056_.png
81,22.201523631811100,0.140_0.060_0.055_0.062_.png
82,26.23473858833310,0.155_0.095_0.050_0.055_.png
83,19.041822284460100,0.160_0.080_0.060_0.055_.png
84,23.811869978904700,0.142_0.066_0.055_0.057_.png
85,22.477563738822900,0.160_0.100_0.060_0.055_.png
86,20.35416904091840,0.160_0.100_0.057_0.055_.png
87,23.263984113931700,0.180_0.085_0.052_0.057_.png
88,24.21482002735140,0.145_0.069_0.055_0.057_.png
89,21.0900177359581,0.140_0.060_0.050_0.058_.png
90,23.21172520518300,0.171_0.066_0.052_0.057_.png
91,24.62630808353420,0.180_0.060_0.057_0.058_.png
92,21.85180801153180,0.177_0.063_0.052_0.061_.png
93,25.04505106806760,0.174_0.060_0.059_0.056_.png
94,24.025933891534800,0.160_0.120_0.055_0.055_.png
95,11.730070099234600,0.160_0.080_0.050_0.065_.png
96,20.57020252943040,0.160_0.060_0.053_0.055_.png
97,19.002877563238100,0.120_0.060_0.053_0.058_.png
98,24.962612062692600,0.164_0.060_0.050_0.057_.png
99,23.79494109749790,0.129_0.076_0.051_0.057_.png
100,18.018798619508700,0.180_0.100_0.055_0.060_.png
101,24.278355568647400,0.160_0.120_0.050_0.058_.png
102,20.38866236805920,0.160_0.080_0.057_0.058_.png
103,23.74057909846310,0.161_0.073_0.057_0.055_.png
104,23.055476397275900,0.167_0.069_0.051_0.057_.png
105,23.140755385160400,0.139_0.060_0.051_0.056_.png
